,tract,med_hh_income,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,COMM,Total Population,Total Hispanic/Latine Population,Total Non-Hispanic/Latine Population,"Total Non-Hispanic/Latine Population, One Race","Total White, Non-Hispanic/Latine","Total Black, Non-Hispanic/Latine","Total American Indian/American Native, Non-Hispanic/Latine","Total Asian, Non-Hispanic/Latine"
22414,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22420,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22426,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22415,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22421,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22417,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22419,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22416,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
22418,06037190102,59632.0,Low Income,Yes,No,Yes,District 3,Hollywood,2737.0,645.0,2092.0,1917.0,1442.0,185.0,6.0,223.0
41346,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41341,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41342,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41344,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41345,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41343,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41352,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41351,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41350,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41349,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41348,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
41347,06037127804,59693.0,Low Income,Yes,No,Yes,District 3,Van Nuys,4422.0,2243.0,2179.0,2060.0,1218.0,342.0,9.0,459.0
55310,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55317,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55312,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55313,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55314,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55315,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55316,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55311,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55318,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55324,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55320,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55321,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55322,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55323,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55325,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55326,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55327,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55328,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55329,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55330,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55331,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55319,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55309,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55338,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55335,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55358,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55357,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55356,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55355,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55354,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55353,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55352,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55351,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55350,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55349,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55334,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55348,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55346,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55345,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55344,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55343,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55342,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55340,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55339,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55337,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55336,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55332,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55347,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55341,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
55333,06037204700,59735.0,Low Income,Yes,No,Yes,District 1,Boyle Heights,4632.0,4391.0,241.0,230.0,123.0,21.0,9.0,55.0
68184,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68202,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68201,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68200,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68199,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68198,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68197,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68196,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68195,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68204,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68194,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68192,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68191,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68190,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68189,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68188,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68187,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68186,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68185,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68193,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68205,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
68203,06037293206,59766.0,Low Income,Yes,No,Yes,District 2,Harbor Gateway,3330.0,2084.0,1246.0,1178.0,227.0,229.0,2.0,664.0
59276,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59269,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59271,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59273,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59274,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Pacoima,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59275,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59277,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59278,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Pacoima,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59279,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59268,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59280,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Pacoima,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59282,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59283,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Pacoima,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59284,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Pacoima,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59285,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59287,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59281,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Lakeview Terrace,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
59267,06037104204,59844.0,Low Income,Yes,No,Yes,District 5,Pacoima,3304.0,2526.0,778.0,741.0,309.0,189.0,0.0,219.0
85883,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Cloverdale/Cochran,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85882,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85881,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85880,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85885,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Cloverdale/Cochran,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85886,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Cloverdale/Cochran,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85879,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85888,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85887,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Cloverdale/Cochran,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85884,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Cloverdale/Cochran,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85878,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85874,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85876,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85873,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85872,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85871,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85870,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85868,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85867,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85869,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Cloverdale/Cochran,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85875,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
85877,06037219902,59901.0,Low Income,Yes,No,Yes,District 2,Alsace,3878.0,2646.0,1232.0,1119.0,310.0,651.0,4.0,122.0
4459,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4447,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4458,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4455,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4457,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4456,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4449,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4448,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4460,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4446,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4444,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4443,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4450,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4451,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4452,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4445,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4467,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4453,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4465,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4464,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4463,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4462,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4461,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4466,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
4454,06037134904,60054.0,Low Income,Yes,No,Yes,District 3,Winnetka,4368.0,2347.0,2021.0,1846.0,1197.0,209.0,11.0,406.0
87621,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87622,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87608,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87615,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87616,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87617,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87618,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87623,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87614,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87624,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87620,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87626,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87602,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87603,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87604,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87605,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87606,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87607,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87619,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87609,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87610,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87611,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87612,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87613,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87629,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
87628,06037232200,60076.0,Low Income,Yes,No,Yes,District 2,Vermont Square,3204.0,2134.0,1070.0,975.0,93.0,823.0,10.0,26.0
